Time,Pressure reading
0.4,1033.5
0.5,1033.5
0.6,1033.5
0.7,1033.4
0.7999999999999999,1033.4
0.8999999999999999,1033.4
0.9999999999999999,1033.5
1.0999999999999999,1033.5
1.2,1033.4
1.3,1033.5
1.4000000000000001,1033.5
1.5000000000000002,1033.3
1.6000000000000003,1033.5
1.7000000000000004,1033.5
1.8000000000000005,1033.4
1.9000000000000006,1033.5
2.0000000000000004,1033.5
2.1000000000000005,1033.5
2.2000000000000006,1033.4
2.3000000000000007,1033.4
2.400000000000001,1033.5
2.500000000000001,1033.4
2.600000000000001,1033.5
2.700000000000001,1033.5
2.800000000000001,1033.4
2.9000000000000012,1033.5
3.0000000000000013,1033.4
3.1000000000000014,1033.5
3.2000000000000015,1033.5
3.3000000000000016,1033.5
3.4000000000000017,1033.4
3.5000000000000018,1033.4
3.600000000000002,1033.4
3.700000000000002,1033.4
3.800000000000002,1033.4
3.900000000000002,1033.3
4.000000000000002,1033.4
4.100000000000001,1033.5
4.200000000000001,1033.5
4.300000000000001,1033.5
4.4,1033.5
4.5,1033.4
4.6,1033.5
4.699999999999999,1033.4
4.799999999999999,1033.5
4.899999999999999,1033.4
4.999999999999998,1033.4
5.099999999999998,1033.6
5.1999999999999975,1033.9
5.299999999999997,1034.1
5.399999999999997,1034.3
5.4999999999999964,1034.7
5.599999999999996,1034.9
5.699999999999996,1035.1
5.799999999999995,1035.4
5.899999999999995,1035.7
5.999999999999995,1035.9
6.099999999999994,1036.2
6.199999999999994,1036.4
6.299999999999994,1036.6
6.399999999999993,1036.9
6.499999999999993,1037.1
6.5999999999999925,1037.4
6.699999999999992,1037.6
6.799999999999992,1037.8
6.8999999999999915,1038.2
6.999999999999991,1038.4
7.099999999999991,1038.6
7.19999999999999,1039.0
7.29999999999999,1039.3
7.39999999999999,1039.6
7.499999999999989,1039.8
7.599999999999989,1040.1
7.699999999999989,1040.2
7.799999999999988,1040.5
7.899999999999988,1040.7
7.999999999999988,1041.0
8.099999999999987,1041.3
8.199999999999987,1041.3
8.299999999999986,1041.7
8.399999999999986,1041.8
8.499999999999986,1042.3
8.599999999999985,1042.5
8.699999999999985,1042.6
8.799999999999985,1043.0
8.899999999999984,1043.3
8.999999999999984,1043.5
9.099999999999984,1043.9
9.199999999999983,1044.2
9.299999999999983,1044.3
9.399999999999983,1044.6
9.499999999999982,1044.8
9.599999999999982,1045.0
9.699999999999982,1045.3
9.799999999999981,1045.4
9.89999999999998,1045.8
9.99999999999998,1046.0
10.09999999999998,1046.1
10.19999999999998,1046.6
10.29999999999998,1046.8
10.399999999999979,1047.0
10.499999999999979,1047.4
10.599999999999978,1047.6
10.699999999999978,1047.8
10.799999999999978,1048.2
10.899999999999977,1048.4
10.999999999999977,1048.7
11.099999999999977,1049.1
11.199999999999976,1049.1
11.299999999999976,1049.5
11.399999999999975,1049.6
11.499999999999975,1049.9
11.599999999999975,1050.0
11.699999999999974,1050.3
11.799999999999974,1050.7
11.899999999999974,1050.9
11.999999999999973,1051.0
12.099999999999973,1051.4
12.199999999999973,1051.7
12.299999999999972,1052.0
12.399999999999972,1052.2
12.499999999999972,1052.5
12.599999999999971,1052.8
12.69999999999997,1053.1
12.79999999999997,1053.3
12.89999999999997,1053.6
12.99999999999997,1053.7
13.09999999999997,1053.9
13.199999999999969,1054.1
13.299999999999969,1054.4
13.399999999999968,1054.7
13.499999999999968,1055.1
13.599999999999968,1055.2
13.699999999999967,1055.5
13.799999999999967,1055.8
13.899999999999967,1056.1
13.999999999999966,1056.3
14.099999999999966,1056.6
14.199999999999966,1056.9
14.299999999999965,1057.1
14.399999999999965,1057.4
14.499999999999964,1057.5
14.599999999999964,1057.8
14.699999999999964,1058.0
14.799999999999963,1058.3
14.899999999999963,1058.7
14.999999999999963,1058.8
15.099999999999962,1059.1
15.199999999999962,1059.3
15.299999999999962,1059.6
15.399999999999961,1060.0
15.499999999999961,1060.2
15.59999999999996,1060.5
15.69999999999996,1060.8
15.79999999999996,1061.2
15.89999999999996,1061.4
15.99999999999996,1061.5
16.09999999999996,1061.8
16.19999999999996,1062.0
16.29999999999996,1062.2
16.399999999999963,1062.5
16.499999999999964,1062.7
16.599999999999966,1063.0
16.699999999999967,1063.2
16.79999999999997,1063.5
16.89999999999997,1063.8
16.99999999999997,1064.1
17.099999999999973,1064.3
17.199999999999974,1064.6
17.299999999999976,1064.8
17.399999999999977,1065.0
17.49999999999998,1065.3
17.59999999999998,1065.7
17.69999999999998,1065.8
17.799999999999983,1066.1
17.899999999999984,1066.4
17.999999999999986,1066.7
18.099999999999987,1067.0
18.19999999999999,1067.2
18.29999999999999,1067.5
18.39999999999999,1067.6
18.499999999999993,1067.9
18.599999999999994,1068.3
18.699999999999996,1068.6
18.799999999999997,1068.9
18.9,1069.0
19.0,1069.2
19.1,1069.7
19.200000000000003,1069.8
19.300000000000004,1070.1
19.400000000000006,1070.4
19.500000000000007,1070.6
19.60000000000001,1070.9
19.70000000000001,1071.1
19.80000000000001,1071.4
19.900000000000013,1071.7
20.000000000000014,1071.8
20.100000000000016,1071.8
20.200000000000017,1071.8
20.30000000000002,1071.9
20.40000000000002,1071.7
20.50000000000002,1071.8
20.600000000000023,1071.9
20.700000000000024,1071.8
20.800000000000026,1071.8
20.900000000000027,1071.7
21.00000000000003,1071.7
21.10000000000003,1071.7
21.20000000000003,1071.8
21.300000000000033,1071.8
21.400000000000034,1071.8
21.500000000000036,1071.7
21.600000000000037,1071.7
21.70000000000004,1071.7
21.80000000000004,1071.8
21.90000000000004,1071.8
22.000000000000043,1071.8
22.100000000000044,1071.7
22.200000000000045,1071.7
22.300000000000047,1071.7
22.40000000000005,1071.7
22.50000000000005,1071.7
22.60000000000005,1071.7
22.700000000000053,1071.6
22.800000000000054,1071.6
22.900000000000055,1071.7
23.000000000000057,1071.8
23.10000000000006,1071.7
23.20000000000006,1071.7
23.30000000000006,1071.7
23.400000000000063,1071.7
23.500000000000064,1071.6
23.600000000000065,1071.6
23.700000000000067,1071.8
23.800000000000068,1071.6
23.90000000000007,1071.6
24.00000000000007,1071.7
24.100000000000072,1071.7
24.200000000000074,1071.7
24.300000000000075,1071.7
24.400000000000077,1071.5
24.500000000000078,1071.6
24.60000000000008,1071.6
24.70000000000008,1071.7
24.800000000000082,1071.6
24.900000000000084,1071.6
25.000000000000085,1071.6
25.100000000000087,1071.7
25.200000000000088,1071.6
25.30000000000009,1071.5
25.40000000000009,1071.5
25.500000000000092,1071.6
25.600000000000094,1071.6
25.700000000000095,1071.6
25.800000000000097,1071.5
25.900000000000098,1071.6
26.0000000000001,1071.6
26.1000000000001,1071.6
26.200000000000102,1071.5
26.300000000000104,1071.5
26.400000000000105,1071.5
26.500000000000107,1071.4
26.600000000000108,1071.5
26.70000000000011,1071.5
26.80000000000011,1071.4
26.900000000000112,1071.5
27.000000000000114,1071.5
27.100000000000115,1071.5
27.200000000000117,1071.4
27.300000000000118,1071.4
27.40000000000012,1071.4
27.50000000000012,1071.4
27.600000000000122,1071.4
27.700000000000124,1071.5
27.800000000000125,1071.4
27.900000000000126,1071.4
28.000000000000128,1071.4
28.10000000000013,1071.4
28.20000000000013,1071.5
28.300000000000132,1071.5
28.400000000000134,1071.4
28.500000000000135,1071.5
28.600000000000136,1071.5
28.700000000000138,1071.4
28.80000000000014,1071.4
28.90000000000014,1071.5
29.000000000000142,1071.4
29.100000000000144,1071.4
29.200000000000145,1071.4
29.300000000000146,1071.4
29.400000000000148,1071.4
29.50000000000015,1071.4
29.60000000000015,1071.4
29.700000000000152,1071.3
29.800000000000153,1071.4
29.900000000000155,1071.4
30.000000000000156,1071.4
30.100000000000158,1071.4
30.20000000000016,1071.3
30.30000000000016,1071.3
30.400000000000162,1071.3
30.500000000000163,1071.4
30.600000000000165,1071.4
30.700000000000166,1071.4
30.800000000000168,1071.3
30.90000000000017,1071.5
31.00000000000017,1071.3
31.100000000000172,1071.4
31.200000000000173,1071.3
31.300000000000175,1071.3
31.400000000000176,1071.3
31.500000000000178,1071.3
31.60000000000018,1071.3
31.70000000000018,1071.2
31.800000000000182,1071.3
31.900000000000183,1071.2
32.000000000000185,1071.4
32.100000000000186,1071.3
32.20000000000019,1071.4
32.30000000000019,1071.3
32.40000000000019,1071.3
32.50000000000019,1071.3
32.60000000000019,1071.2
