Value 1
1034.4
1034.5
1034.5
1034.5
1034.4
1034.5
1034.5
1034.4
1034.6
1034.5
1034.6
1034.4
1034.5
1034.6
1034.5
1034.5
1034.6
1034.6
1034.5
1034.6
1034.5
1034.6
1034.5
1034.6
1034.6
1034.5
1034.4
1034.6
1034.5
1034.6
1034.6
1034.5
1034.6
1034.6
1034.5
1034.5
1034.5
1034.5
1034.6
1034.6
1034.6
1034.7
1034.9
1035.0
1035.3
1035.5
1035.8
1036.0
1036.3
1036.5
1036.7
1036.9
1037.2
1037.3
1037.6
1037.7
1037.9
1038.2
1038.3
1038.6
1039.0
1039.1
1039.2
1039.6
1039.7
1040.0
1040.2
1040.5
1040.7
1040.9
1041.2
1041.3
1041.5
1041.8
1042.0
1042.3
1042.5
1042.8
1042.9
1043.1
1043.3
1043.5
1043.8
1044.0
1044.1
1044.4
1044.7
1044.8
1045.2
1045.4
1045.6
1045.8
1046.2
1046.3
1046.5
1046.7
1047.0
1047.1
1047.3
1047.6
1047.9
1048.0
1048.1
1048.4
1048.6
1048.9
1049.1
1049.3
1049.5
1049.8
1050.0
1050.2
1050.5
1050.8
1051.0
1051.1
1051.4
1051.8
1051.8
1052.1
1052.4
1052.4
1052.8
1052.9
1053.1
1053.4
1053.6
1053.7
1053.9
1054.2
1054.4
1054.8
1054.9
1055.2
1055.4
1055.6
1055.8
1056.2
1056.3
1056.6
1056.7
1057.0
1057.2
1057.5
1057.8
1058.0
1058.0
1058.2
1058.4
1058.8
1058.9
1059.1
1059.4
1059.6
1059.8
1060.1
1060.4
1060.3
1060.3
1060.4
1060.3
1060.4
1060.4
1060.3
1060.3
1060.3
1060.3
1060.4
1060.4
1060.4
1060.3
1060.3
1060.3
1060.3
1060.3
1060.3
1060.3
1060.3
1060.3
1060.3
1060.3
1060.2
1060.2
1060.3
1060.2
1060.2
1060.2
1060.2
1060.3
1060.2
1060.2
1060.1
1060.2
1060.1
1060.2
1060.1
1060.2
1060.1
1060.2
1060.2
1060.2
1060.2
1060.1
1060.3
1060.2
1060.0
1060.2
1060.1
1060.1
1060.2
1060.2
1060.2
1060.2
1060.1
1060.2
1060.1
1060.0
1060.1
1060.1
1060.1
1060.0
1060.1
1060.0
1060.2
1060.1
1060.1
1060.0
1059.9
1060.1
1060.1
1060.0
1060.1
1060.0
1060.0
1060.0
1060.0
1060.1
1060.0
1059.9
1060.0
1060.0
1060.1
1060.0
1059.9
1060.0
1060.0
1060.0
1060.1
1060.0
1059.9
1060.0
1059.8
1059.9
1059.9
1059.9
1059.9
1060.0
1059.9
1059.9
1059.9
1059.8
1059.8
1060.0
1060.0
1059.9
1059.9
1059.8
1059.8
1059.7
1059.8
1059.9
1059.8
1059.8
1059.8
1059.8
1059.8
1059.8
1059.7
1059.7
1059.8
1059.8
1059.7
1059.6
1059.8
1059.8
1059.8
1059.8
1059.8
1059.7
1059.7
1059.6
1059.7
1059.7
1059.7
1059.6
1059.7
1059.7
1059.7
1059.7
1059.7
1059.7
1059.6
1059.7
1059.7
1059.6
1059.6
1059.8
1059.7
1059.6
1059.6
1059.6
1059.7
1059.6
1059.6
1059.5
1059.5
1059.6
1059.7
1059.5
1059.7
1059.7
1059.5
1059.6
1059.4
1059.6
1059.6
1059.5
1059.5
1059.6
1059.5
1059.6
1059.5
1059.4
1059.5
1059.5
1059.4
1059.6
1059.4
1059.6
1059.4
1059.5
1059.4
1059.4
1059.4
1059.5
1059.4
1059.5
1059.4
1059.4
1059.5
1059.5
1059.3
1059.5
1059.4
1059.4
1059.4
1059.5
1059.3
1059.3
1059.4
1059.5
1059.4
1059.4
1059.4
1059.4
1059.4
1059.4
1059.4
1059.4
1059.3
1059.3
1059.3
1059.3
1059.3
1059.3
1059.3
1059.3
1059.3
1059.3
1059.3
1059.2
1059.2
1059.2
1059.2
1059.3
1059.1
1059.2
1059.2
1059.2
1059.3
1059.2
1059.2
1059.2
1059.2
1059.2
1059.2
1059.2
1059.1
1059.2
1059.1
1059.2
1059.2
1059.2
1059.2
1059.2
1059.1
1059.1
1059.1
1059.2
1059.0
1059.1
1059.2
1059.0
1059.1
1059.1
1059.0
1059.2
1059.2
1059.1
1059.0
1059.0
1059.0
1059.0
1059.0
1059.0
1059.0
1059.0
1059.1
1059.1
1059.1
1059.0
1059.0
1059.1
1059.1
1059.0
1059.1
1059.0
1058.9
1059.1
1059.0
1059.0
1059.0
1058.9
1058.9
1058.9
1058.9
1058.9
1058.9
1059.0
1058.9
1058.9
1058.8
1058.9
1059.0
1058.9
1058.8
1059.0
1058.8
1058.9
1058.8
1058.8
1058.8
1058.9
1058.8
1058.8
1058.9
1059.0
1058.8
1058.8
1058.7
1058.8
1058.9
1058.8
1058.7
1058.8
1058.8
1058.8
1058.8
1058.7
1058.7
1058.7
1058.7
1058.7
1058.6
1058.7
1058.7
1058.7
1058.7
1058.7
1058.7
1058.7
1058.7
1058.6
1058.7
1058.7
1058.7
1058.7
1058.6
1058.7
1058.6
1058.7
1058.6
1058.6
1058.5
1058.7
1058.5
1058.5
1058.6
1058.6
1058.6
1058.6
1058.6
1058.6
1058.6
1058.7
1058.6
1058.5
1058.5
1058.6
1058.5
1058.5
1058.6
1058.5
1058.6
1058.5
1058.5
1058.5
1058.5
1058.5
1058.5
1058.4
1058.5
1058.5
1058.5
1058.4
1058.6
1058.6
1058.6
1058.5
1058.4
1058.4
1058.4
1058.5
1058.4
1058.5
1058.4
1058.5
1058.3
1058.5
1058.4
1058.5
1058.4
1058.4
1058.4
1058.4
1058.4
1058.5
1058.4
1058.3
1058.4
1058.4
1058.4
1058.4
1058.3
1058.4
1058.3
1058.3
1058.4
1058.3
1058.3
1058.4
1058.3
1058.2
1058.3
1058.3
1058.4
1058.3
1058.3
1058.3
1058.1
1058.3
1058.3
1058.3
1058.2
1058.3
1058.2
1058.3
1058.4
1058.1
1058.2
1058.1
1058.2
1058.1
1058.2
1058.1
1058.2
1058.2
1058.2
1058.2
1058.1
1058.1
1058.0
1058.1
1058.2
1058.1
1058.1
1058.0
1058.2
1058.2
1058.1
1058.2
1058.1
1058.2
1058.1
1058.0
1058.1
1058.1
1058.1
1058.2
1058.0
1058.1
1058.0
1058.0
1058.1
1058.1
1058.0
1058.0
1058.0
1058.0
1058.1
1058.1
1058.1
1058.0
1058.0
1058.0
1058.0
1057.9
1057.9
1058.0
1058.0
1057.9
1057.9
1058.0
1058.0
1058.0
1057.9
1057.8
1057.9
1057.8
1057.9
1058.0
1057.8
1057.8
1057.9
1057.9
1058.0
1057.9
1057.9
1057.9
1057.9
1057.8
1057.9
1057.9
1057.9
1057.8
1057.8
1057.9
1057.8
1057.9
1057.9
1057.8
1057.9
1057.8
1057.9
1057.9
1057.8
1057.7
1057.8
1057.8
1057.8
1057.8
1057.8
1057.9
1057.8
1057.8
1057.8
1057.9
1057.8
1057.9
1057.8
1057.7
1057.8
1057.7
1057.7
1057.7
1057.7
1057.8
1057.7
1057.7
1057.6
1057.7
1057.7
1057.8
1057.7
1057.6
1057.7
1057.6
1057.7
1057.7
1057.7
1057.6
1057.7
1057.7
1057.7
1057.7
1057.6
1057.6
1057.7
1057.6
1057.7
1057.6
1057.6
1057.6
1057.6
1057.6
1057.6
1057.6
1057.6
1057.5
1057.5
1057.6
1057.5
1057.4
1057.5
1057.6
1057.5
1057.5
1057.5
1057.6
1057.5
1057.6
1057.4
1057.5
1057.5
1057.4
1057.5
1057.5
1057.5
1057.5
1057.5
1057.5
1057.5
1057.5
1057.4
1057.5
1057.5
1057.4
1057.4
1057.4
1057.4
1057.4
1057.5
1057.5
1057.4
1057.4
1057.5
1057.4
1057.3
1057.5
1057.3
1057.5
1057.4
1057.4
1057.4
1057.3
1057.3
1057.4
1057.3
1057.4
1057.3
1057.4
1057.3
1057.3
1057.4
1057.4
1057.4
1057.2
1057.2
1057.3
1057.2
1057.3
1057.3
1057.2
1057.4
1057.3
1057.3
1057.3
1057.3
1057.3
1057.3
1057.2
1057.3
1057.3
1057.2
1057.3
1057.2
1057.3
1057.2
1057.2
1057.2
1057.2
1057.2
1057.2
1057.3
1057.3
1057.2
1057.3
1057.2
1057.2
1057.1
1057.2
1057.1
1057.2
1057.2
1057.3
1057.2
1057.1
1057.1
1057.1
1057.2
1057.1
1057.2
1057.1
1057.1
1057.2
1057.0
1057.1
1057.1
1057.1
1057.1
1057.2
1057.1
1057.0
1057.0
1057.1
1057.2
1057.1
1057.1
1057.1
1057.0
1057.1
1057.1
1057.0
1057.1
1057.1
1057.0
1057.0
1057.0
1056.9
1057.0
1057.0
1057.1
1057.0
1056.9
1056.9
1057.0
1056.9
1057.0
1056.9
1057.0
1057.0
1057.0
1056.9
1056.9
1057.1
1056.9
1057.0
1056.8
1056.9
1057.0
1057.0
1056.9
1057.0
1056.8
1057.0
1056.9
1056.8
1056.9
1056.9
1056.8
1057.0
1056.8
1056.9
1056.8
1056.8
1056.9
1056.9
1056.8
1056.8
1057.0
1056.8
1056.7
1056.8
1056.8
1056.9
1056.9
1056.9
1056.7
1056.7
1056.8
1056.8
1056.8
1056.8
1056.8
1056.8
1056.8
1056.8
1056.8
1056.7
1056.8
1056.8
1056.7
1056.7
1056.7
1056.7
1056.7
1056.7
1056.6
1056.7
1056.7
1056.7
1056.7
1056.7
1056.8
1056.6
1056.6
1056.7
1056.7
1056.7
1056.7
1056.7
1056.6
1056.6
1056.6
1056.7
1056.6
1056.7
1056.6
1056.6
1056.6
1056.7
1056.6
1056.6
1056.7
1056.7
1056.6
1056.6
1056.7
1056.6
1056.5
1056.6
1056.6
1056.5
1056.7
1056.6
1056.5
1056.6
1056.5
1056.6
1056.5
1056.6
1056.4
1056.6
1056.5
1056.6
1056.5
1056.5
1056.5
1056.6
1056.6
1056.5
1056.5
1056.4
1056.5
1056.5
1056.5
1056.5
1056.5
1056.4
1056.5
1056.4
1056.4
1056.5
1056.5
1056.4
1056.5
1056.5
1056.4
1056.3
1056.5
1056.5
1056.4
1056.4
